EC,TT,%Match,MatchLen,NumMisMat,GapOpen,QueryStart,QueryEnd,DB_SeqStart,DB_SeqEnd,E-Val,BitScore
P0AGF6,Q5SLL4,44.68,47,26,0,179,225,173,219,2.00E-09,56.6
P0AGF6,Q5SLL4,42.62,61,35,0,233,293,228,288,5.00E-07,48.4
P0AGF6,Q5SLL4,33.33,60,40,0,10,69,3,62,2.00E-05,43.3
P0AGF6,Q5SJB9,28.57,63,45,0,43,105,94,156,3.00E-04,39.2
P08400,Q5SHK7,46.02,113,61,0,310,422,252,364,2.00E-31,130
P08400,Q5SHK7,48.39,31,16,0,197,227,140,170,2.00E-04,40
P08400,Q5SI71,55.29,85,38,0,338,422,375,459,1.00E-24,107
P08400,Q5SI71,29.17,72,51,0,194,265,237,308,3.00E-07,49.3
P08400,Q5SJ71,46.38,69,37,0,354,422,887,955,1.00E-15,77.2
P08400,Q5SJ71,38.78,49,30,0,192,240,725,773,3.00E-06,46.1
P08400,Q5SK37,26.67,75,55,0,196,270,606,680,5.00E-09,55.3
P08400,Q5SHY8,46.51,43,23,0,190,232,218,260,2.00E-07,49.8
P08400,Q5SIK6,39.62,53,32,0,205,257,216,268,1.00E-06,47.4
P08400,Q5SIK6,45.95,37,20,0,339,375,335,371,5.00E-04,38.6
P0ADY1,Q5SLE1,27.69,65,47,0,242,306,413,477,0.001,37.7
P0ADZ0,Q5SHP0,50.82,61,30,0,38,98,34,94,5.00E-13,66
P0A7M2,P60494,52.94,17,8,0,1,17,1,17,0.005,32.2
P0AG63,P0DOY7,50.67,75,37,0,6,80,4,78,6.00E-21,91.9
P0A7S3,Q5SHN3,73.17,123,33,0,1,123,1,123,4.00E-59,219
P21888,Q5SJV9,67.31,52,17,0,194,245,205,256,4.00E-22,98.9
P21888,Q5SJV9,52.17,69,33,0,2,70,3,71,6.00E-19,88.3
P21888,Q5SJV9,34.21,76,50,0,249,324,259,334,6.00E-14,71.7
P21888,Q5SJV9,49.02,51,26,0,140,190,150,200,2.00E-11,63.4
P21888,Q5SJV9,61.76,34,13,0,102,135,113,146,6.00E-09,55.1
P21888,Q5SJV9,40.91,44,26,0,416,459,434,477,2.00E-07,50.5
P21888,Q5SJV9,41.3,46,27,0,336,381,356,401,3.00E-05,43.1
P21888,P23395,26.14,88,65,0,37,124,19,106,1.00E-06,47.7
P0AC78,Q5SIQ6,35.29,68,44,0,4,71,24,91,5.00E-08,51.8
P0AC78,Q5SIQ6,48.48,33,17,0,137,169,159,191,4.00E-05,42.2
P0AC78,Q5SJD3,55.17,29,13,0,140,168,131,159,2.00E-04,39.8
P71237,Q5SKJ5,41.94,31,18,0,309,339,274,304,0.005,35.4
P33360,Q5SIX4,48.21,112,58,0,127,238,145,256,2.00E-30,125
P33360,Q5SIX4,29.17,72,51,0,1,72,22,93,6.00E-08,51.2
P33360,Q5SHV0,46.9,113,60,0,128,240,125,237,4.00E-30,125
P33360,Q5SHV0,30.43,69,48,0,1,69,6,74,8.00E-08,50.7
P33360,Q5SJN3,49.09,110,56,0,127,236,126,235,3.00E-29,121
P33360,Q5SJN3,35.29,68,44,0,2,69,4,71,2.00E-08,52.6
P33360,Q5SJN3,28.3,53,38,0,75,127,75,127,0.009,34
P33360,Q5SKR4,44.14,111,62,0,126,236,125,235,2.00E-26,112
P33360,Q5SKR4,41.18,68,40,0,2,69,4,71,7.00E-12,64.2
P33360,Q5SKR4,26.87,67,49,0,75,141,75,141,3.00E-04,39.1
P33360,Q53VZ4,41.07,112,66,0,125,236,145,256,3.00E-24,105
P33360,Q53VZ4,30.77,52,36,0,12,63,29,80,0.002,36.3
P33360,Q53VZ4,34,50,33,0,74,123,95,144,0.003,35.4
P33360,Q5SIF0,44.95,109,60,0,132,240,152,260,1.00E-23,103
P33360,Q5SIF0,45.83,48,26,0,22,69,45,92,1.00E-08,53.5
P33360,Q5SIF0,31.51,73,50,0,69,141,90,162,2.00E-07,49.8
P33360,Q5SL20,31.93,119,81,0,112,230,136,254,6.00E-21,94.4
P33360,Q5SL20,36.76,68,43,0,7,74,24,91,5.00E-09,54.9
P33360,Q5SL21,32,100,68,0,131,230,159,258,1.00E-18,86.5
P33360,Q5SL21,38.3,47,29,0,12,58,21,67,1.00E-04,40
P33360,Q5SL54,36.46,96,61,0,126,221,129,224,3.00E-18,85.5
P33360,Q5SL54,31.34,67,46,0,9,75,12,78,8.00E-08,50.7
P33360,Q5SIN5,32.32,99,67,0,128,226,53,151,4.00E-18,85.1
P33360,Q5SKC8,49.21,63,32,0,132,194,113,175,9.00E-15,73.9
P33360,Q5SL41,29.06,117,83,0,110,226,130,246,3.00E-14,72.1
P33360,Q5SL41,34.09,44,29,0,15,58,31,74,1.00E-04,40.5
P33360,Q5SJ55,58.33,48,20,0,130,177,134,181,2.00E-13,69.3
P33360,Q5SJ55,39.62,53,32,0,185,237,188,240,3.00E-09,55.4
P33360,Q5SJ55,34.21,76,50,0,1,76,4,79,2.00E-08,53
P33360,Q5SJ55,41.38,29,17,0,72,100,76,104,0.001,36.8
P33360,Q5SIN4,36.99,73,46,0,1,73,3,75,5.00E-12,64.6
P33360,Q5SIN4,38.71,62,38,0,107,168,109,170,8.00E-08,50.7
P33360,Q5SL40,40.54,74,44,0,134,207,134,207,3.00E-11,62.3
P33360,Q5SL40,40,50,30,0,2,51,4,53,8.00E-07,47.5
P33360,Q5SJK1,68.42,38,12,0,132,169,140,177,3.00E-11,62.3
P33360,Q5SJK1,37.78,45,28,0,13,57,18,62,7.00E-04,37.7
P33360,Q5SLN1,58.54,41,17,0,134,174,167,207,3.00E-11,62.3
P33360,Q5SLN1,32,50,34,0,1,50,24,73,4.00E-06,45.1
P33360,Q5SLN1,27.08,48,35,0,187,234,218,265,1.00E-04,40
P33360,Q5SIR9,43.1,58,33,0,125,182,129,186,1.00E-10,60.5
P33360,Q5SIR9,38.89,54,33,0,15,68,17,70,4.00E-08,51.6
P33360,Q5SKQ5,27.52,109,79,0,110,218,115,223,2.00E-10,59.5
P33360,Q5SIB5,43.55,62,35,0,1,62,3,64,4.00E-10,58.6
P33360,Q5SIB5,41.46,41,24,0,127,167,127,167,1.00E-04,40.5
P33360,Q5SH96,65.71,35,12,0,132,166,139,173,9.00E-10,57.2
P33360,Q5SH96,31.34,67,46,0,75,141,83,149,7.00E-04,37.7
P33360,Q5SM72,53.66,41,19,0,127,167,111,151,9.00E-09,54
P33360,Q5SM72,32,50,34,0,185,234,168,217,1.00E-04,40
P33360,Q5SIR0,48.94,47,24,0,133,179,134,180,1.00E-08,53.5
P33360,Q5SIR0,27.27,66,48,0,1,66,1,66,8.00E-06,44.2
P33360,Q5SJ09,27.17,92,67,0,134,225,159,250,3.00E-08,52.1
P33360,Q5SJ09,35.42,48,31,0,15,62,41,88,5.00E-04,38.2
P33360,Q5SIM7,35.29,68,44,0,20,87,357,424,6.00E-08,51.2
P33360,Q5SIM7,43.48,46,26,0,135,180,475,520,8.00E-08,50.7
P33360,Q5SID8,60,35,14,0,132,166,135,169,6.00E-08,51.2
P33360,Q5SID8,42,50,29,0,27,76,30,79,3.00E-07,48.9
P33360,Q5SKA0,44.64,56,31,0,125,180,126,181,3.00E-07,48.9
P33360,Q5SKA0,29.41,68,48,0,16,83,14,81,1.00E-05,43.3
P33360,Q5SKQ6,32.14,56,38,0,11,66,14,69,4.00E-07,48.4
P33360,Q5SKQ6,60.71,28,11,0,138,165,151,178,1.00E-04,40.5
P33360,Q5SKQ6,34.29,35,23,0,185,219,198,232,0.005,34.9
P33360,Q5SIG1,30.77,65,45,0,1,65,2,66,6.00E-07,47.9
P33360,Q5SIG1,29.69,64,45,0,136,199,116,179,0.003,35.4
P33360,Q5SM29,38.71,62,38,0,132,193,493,554,6.00E-07,47.9
P33360,Q5SJR7,55.56,36,16,0,135,170,133,168,2.00E-06,46.1
P33360,Q5SJR7,33.96,53,35,0,6,58,7,59,2.00E-05,42.8
P33360,Q5SH06,28.57,70,50,0,1,70,1,70,4.00E-06,45.1
P33360,Q5SH06,45,40,22,0,134,173,132,171,1.00E-04,40.5
P33360,Q5SKE9,37.74,53,33,0,115,167,115,167,6.00E-06,44.7
P33360,Q5SKE9,25.86,58,43,0,11,68,12,69,5.00E-05,41.4
P33360,Q5SL46,24,75,57,0,2,76,4,78,2.00E-05,42.8
P33360,Q5SL46,28.89,45,32,0,182,226,198,242,7.00E-05,41
P33360,Q5SL46,53.57,28,13,0,138,165,155,182,5.00E-04,38.2
P33360,Q5SH42,28.57,63,45,0,7,69,9,71,2.00E-05,42.8
P33360,Q5SH42,53.33,30,14,0,138,167,135,164,2.00E-05,42.8
P33360,Q5SIM8,27.94,68,49,0,20,87,379,446,3.00E-05,42.3
P33360,Q5SJB5,30.43,69,48,0,7,75,10,78,3.00E-05,42.3
P33360,Q5SJB5,43.33,30,17,0,138,167,144,173,0.005,34.9
P33360,Q53VW1,26.15,65,48,0,1,65,1,65,1.00E-04,40
P33360,Q5SJP5,46.88,32,17,0,134,165,57,88,0.003,35.8
P33360,Q5SJP5,42.86,28,16,0,185,212,107,134,0.005,34.9
P33360,Q5SKE8,48.28,29,15,0,139,167,41,69,0.009,34
P77375,Q5SHG6,43.14,51,29,0,92,142,692,742,8.00E-13,66.9
P77375,Q5SHG6,42.42,33,19,0,34,66,629,661,1.00E-04,39.8
P77375,Q56224,52.38,21,10,0,123,143,52,72,0.003,35.1
P0A9E9,Q5SID7,23.4,94,72,0,29,122,33,126,2.00E-04,39
P14377,Q5SHK7,29.63,108,76,0,306,413,209,316,2.00E-12,66.4
P14377,Q5SHK7,48.78,41,21,0,416,456,325,365,2.00E-06,46.6
P14377,Q5SIK6,44.64,56,31,0,391,446,348,403,1.00E-09,57.7
P14377,Q5SIK6,30.77,91,63,0,287,377,245,335,5.00E-07,48.9
P14377,Q5SJ71,60.53,38,15,0,419,456,919,956,3.00E-09,56.3
P14377,Q5SJ71,33.33,75,50,0,345,419,839,913,1.00E-08,54.5
P14377,Q5SI71,53.85,39,18,0,419,457,423,461,4.00E-08,52.6
P14377,Q5SI71,29.41,68,48,0,253,320,255,322,6.00E-07,48.5
P14377,Q5SK37,35.85,53,34,0,250,302,619,671,6.00E-07,48.5
P14377,Q5SJK5,41.03,39,23,0,419,457,360,398,3.00E-04,39.7
P14377,Q5SHY8,42.86,35,20,0,413,447,378,412,5.00E-04,38.8
P0AFK4,Q5SIX5,48.36,122,63,0,142,263,154,275,4.00E-37,148
P0AFK4,Q5SIX5,37.5,88,55,0,8,95,24,111,6.00E-15,74.2
P0AFK4,Q5SIX5,46.67,45,24,0,85,129,99,143,3.00E-08,52.2
P0AFK4,Q5SIX6,38.46,78,48,0,143,220,134,211,7.00E-13,67.5
P0AFK4,Q5SIX6,35.29,51,33,0,48,98,51,101,0.008,33.9
P0AFK4,Q5SKC7,32.14,84,57,0,138,221,84,167,2.00E-11,62.7
P0AFK4,Q5SKC7,30.56,72,50,0,47,118,1,72,3.00E-06,45.5
P0AFK4,Q5SJN2,27.17,92,67,0,127,218,120,211,1.00E-09,57
P0AFK4,Q53VZ3,26.67,90,66,0,137,226,148,237,1.00E-08,53.1
P0AFK4,Q53VZ3,24.62,65,49,0,142,206,437,501,1.00E-04,40.2
P0AFK4,Q53VZ3,26.32,76,56,0,46,121,59,134,0.003,35.4
P0AFK4,Q5SHC3,46.15,52,28,0,171,222,146,197,3.00E-08,52.2
P0AFK4,Q5SHC3,33.33,63,42,0,153,215,378,440,1.00E-07,50.2
P0AFK4,Q5SLD9,35.71,70,45,0,139,208,139,208,4.00E-08,51.7
P0AFK4,Q5SLD9,31.43,70,48,0,55,124,72,141,0.002,36.3
P0AFK4,Q5SLD8,32.88,73,49,0,148,220,166,238,1.00E-07,50.2
P0AFK4,Q5SLN3,23.6,89,68,0,137,225,149,237,3.00E-07,48.8
P0AFK4,Q5SHV1,28,75,54,0,144,218,135,209,3.00E-07,48.8
P0AFK4,Q5SHV1,30.99,71,49,0,139,209,388,458,2.00E-05,42.6
P0AFK4,Q53W76,28,75,54,0,134,208,142,216,1.00E-06,46.9
P0AFK4,Q5SLN2,30.77,52,36,0,152,203,157,208,1.00E-06,46.4
P0AFK4,Q5SH44,31.58,57,39,0,147,203,131,187,6.00E-05,41.1
P0AFK4,Q5SJN1,26.58,79,58,0,142,220,150,228,2.00E-04,39.7
P0AFK4,Q5SKF7,26.92,78,57,0,143,220,120,197,3.00E-04,38.7
P0AFK4,Q53W77,25.32,79,59,0,142,220,2,80,0.002,35.9
P0AFK4,Q5SLB5,37.21,43,27,0,166,208,267,309,0.002,35.9
P0AFK4,Q5SHT0,30.36,56,39,0,163,218,323,378,0.003,35.4
P0AFK4,Q5SHA3,29.09,55,39,0,143,197,148,202,0.004,34.9
P0AFK4,Q5SHS9,29.41,51,36,0,142,192,297,347,0.008,33.9
P0A7L0,Q5SLP7,52.8,125,59,0,1,125,1,125,1.00E-36,145
P0A7L0,Q5SLP7,46.6,103,55,0,123,225,124,226,1.00E-30,126
P0A7R5,Q5SHN7,55.21,96,43,0,5,100,3,98,3.00E-35,139
P0A7W7,P0DOY9,57.63,59,25,0,71,129,79,137,3.00E-19,87.5
P0A7W7,P0DOY9,45.83,48,26,0,3,50,2,49,2.00E-09,54.6
Q57261,Q5SI49,40.85,71,42,0,18,88,22,92,2.00E-12,66.1
Q57261,Q5SI49,46.15,39,21,0,133,171,137,175,2.00E-05,43
Q57261,Q5SI49,45.16,31,17,0,106,136,109,139,0.009,34.3
P77806,Q5SJR8,35.62,73,47,0,141,213,130,202,6.00E-13,68.3
P77806,Q5SJR8,43.14,51,29,0,94,144,81,131,1.00E-08,53.9
P77806,Q5SJR8,35.09,57,37,0,226,282,212,268,6.00E-07,48.3
P77806,Q5SJR8,37.74,53,33,0,273,325,261,313,2.00E-04,40
P77806,Q5SJR8,51.52,33,16,0,18,50,13,45,3.00E-04,39.5
P77806,Q5SJR8,44.19,43,24,0,341,383,322,364,0.002,36.8
P77806,Q56232,37.31,67,42,0,33,99,34,100,3.00E-10,59.5
P77806,Q56232,28.77,73,52,0,136,208,137,209,5.00E-09,55.3
P77806,Q56232,35.29,51,33,0,96,146,96,146,3.00E-05,42.8
P77806,Q56232,32.14,56,38,0,226,281,224,279,4.00E-05,42.3
P77806,Q5SHW0,33.96,53,35,0,160,212,139,191,1.00E-06,47.4
P77806,Q5SLF1,28.85,52,37,0,217,268,211,262,0.001,37.7
P39263,Q5SLK8,36.17,47,30,0,413,459,276,322,0.008,35
P52037,Q5SL32,39.77,88,53,0,1,88,1,88,4.00E-14,71.5
P52037,Q53WH6,34.74,95,62,0,99,193,103,197,2.00E-12,66
P52037,Q53WH6,62.96,27,10,0,4,30,13,39,8.00E-04,37.2
P52037,Q53WH6,34.15,41,27,0,206,246,209,249,0.001,36.8
P52037,Q53WH6,35,40,26,0,50,89,55,94,0.01,33.6
P52037,Q5SL78,57.14,42,18,0,1,42,1,42,5.00E-10,57.8
P52037,Q5SL78,48.65,37,19,0,210,246,205,241,3.00E-06,45.5
P52037,Q5SL78,48.72,39,20,0,155,193,151,189,1.00E-05,43.2
P52037,Q5SK98,50,48,24,0,155,202,147,194,3.00E-07,48.7
P52037,Q5SK98,43.24,37,21,0,211,247,202,238,4.00E-05,41.3
P52037,Q53W82,56.41,39,17,0,4,42,5,43,2.00E-06,45.9
P52037,Q53W82,33.85,65,43,0,128,192,116,180,2.00E-04,39.1
P52037,Q53W82,34.04,47,31,0,200,246,189,235,2.00E-04,39.1
P52037,Q53WH2,45.95,37,20,0,211,247,203,239,2.00E-06,45.9
P52037,Q53WH2,47.5,40,21,0,156,195,149,188,6.00E-05,40.9
P52037,Q5SLC4,45.71,35,19,0,212,246,210,244,5.00E-06,44.5
P52037,Q5SLC4,40.68,59,35,0,134,192,127,185,6.00E-06,44.1
P52037,Q5SLC4,65.38,26,9,0,5,30,10,35,3.00E-04,38.6
P52037,Q5SKF2,62.96,27,10,0,4,30,5,31,1.00E-04,40
P52037,Q5SKF2,47.37,38,20,0,156,193,148,185,5.00E-04,37.7
P52037,Q53W85,41.67,36,21,0,156,191,140,175,2.00E-04,39.1
P52037,Q53W85,40,35,21,0,212,246,197,231,0.005,34.5
P52037,Q5SIY1,55.56,27,12,0,5,31,6,32,2.00E-04,39.1
P52037,Q5SK86,61.54,26,10,0,5,30,9,34,4.00E-04,38.1
P52037,Q5SK86,44.74,38,21,0,96,133,94,131,0.002,35.9
P52037,Q5SLQ2,41.67,36,21,0,156,191,142,177,0.003,35.4
P52037,Q5SLQ2,47.22,36,19,0,5,40,6,41,0.007,34
P52037,Q5SKI3,25.29,87,65,0,40,126,43,129,0.007,34
P76192,Q5SLZ1,42.86,98,56,0,90,187,89,186,4.00E-22,99.5
P76192,Q5SLZ1,57.14,28,12,0,178,205,178,205,0.001,38.3
P76192,Q5SLB3,38.54,96,59,0,92,187,92,187,4.00E-16,79.7
P76192,Q5SLB3,32.79,61,41,0,27,87,29,89,5.00E-05,42.9
P30011,Q5SJM3,43.75,160,90,0,44,203,30,189,2.00E-36,145
P30011,Q5SJM3,60.24,83,33,0,212,294,199,281,2.00E-27,115
P0AFD4,Q60019,51.85,81,39,0,185,265,192,272,4.00E-24,105
P0AFD4,Q60019,48.39,93,48,0,13,105,12,104,1.00E-23,103
P0AFD4,Q60019,49.33,75,38,0,109,183,115,189,2.00E-21,95.9
P0AFD4,Q60019,51.85,54,26,0,267,320,275,328,2.00E-14,72.5
P0A790,Q5SKN7,48.74,119,61,0,1,119,1,119,4.00E-36,143
P69874,Q5SIX4,58.33,240,100,0,17,256,22,261,3.00E-89,321
P69874,Q5SKR4,50.42,236,117,0,18,253,4,239,4.00E-79,287
P69874,Q5SJN3,50.43,232,115,0,18,249,4,235,2.00E-75,276
P69874,Q5SIF0,47.71,218,114,0,38,255,45,262,7.00E-65,240
P69874,Q53VZ4,47.85,186,97,0,74,259,81,266,3.00E-53,201
P69874,Q53VZ4,52.08,48,23,0,32,79,33,80,1.00E-10,60.8
P69874,Q5SHV0,49.61,127,64,0,127,253,111,237,8.00E-36,144
P69874,Q5SHV0,57.43,101,43,0,15,115,4,104,4.00E-35,141
P69874,Q5SL20,36.75,117,74,0,142,258,153,269,5.00E-24,104
P69874,Q5SL20,42.11,57,33,0,31,87,32,88,3.00E-08,52.5
P69874,Q5SL21,29.14,151,107,0,121,271,136,286,6.00E-22,98.1
P69874,Q5SJR7,29.89,174,122,0,23,196,8,181,1.00E-21,97.1
P69874,Q5SJK1,40.37,109,65,0,88,196,83,191,1.00E-18,87
P69874,Q5SJK1,31.48,54,37,0,36,89,25,78,7.00E-06,44.7
P69874,Q5SKC8,49.41,85,43,0,127,211,95,179,2.00E-18,86.1
P69874,Q5SKC8,37.25,51,32,0,210,260,177,227,2.00E-05,43.3
P69874,Q5SKC8,56.25,32,14,0,84,115,57,88,3.00E-05,42.4
P69874,Q5SH96,38.6,114,70,0,89,202,83,196,3.00E-18,85.7
P69874,Q5SH96,48.28,29,15,0,48,76,36,64,0.002,36.9
P69874,Q5SL54,29.93,137,96,0,96,232,86,222,8.00E-18,84.3
P69874,Q5SL54,39.71,68,41,0,22,89,9,76,2.00E-12,66.3
P69874,Q5SKQ6,32.43,111,75,0,130,240,130,240,8.00E-17,81.1
P69874,Q5SKQ6,27.12,59,43,0,17,75,4,62,5.00E-07,48.4
P69874,Q5SL40,42.71,96,55,0,127,222,114,209,2.00E-16,79.7
P69874,Q5SL40,30.61,49,34,0,18,66,4,52,6.00E-05,41.5
P69874,Q5SIR9,42.71,96,55,0,84,179,75,170,5.00E-16,78.3
P69874,Q5SIR9,32.65,49,33,0,36,84,22,70,3.00E-04,39.2
P69874,Q5SIN5,33.33,90,60,0,151,240,63,152,9.00E-15,74.2
P69874,Q5SM72,42.86,77,44,0,103,179,74,150,2.00E-14,73.2
P69874,Q5SM72,56.76,37,16,0,38,74,22,58,1.00E-07,50.7
P69874,Q5SKQ5,35.16,91,59,0,148,238,140,230,2.00E-14,72.8
P69874,Q5SKQ5,42.5,40,23,0,36,75,21,60,1.00E-05,43.8
P69874,Q5SID8,40.24,82,49,0,127,208,117,198,3.00E-14,72.3
P69874,Q5SID8,36.11,72,46,0,14,85,1,72,9.00E-10,57.6
P69874,Q5SJ55,38.75,80,49,0,114,193,105,184,2.00E-13,69.6
P69874,Q5SJ55,32.81,64,43,0,14,77,1,64,4.00E-09,55.3
P69874,Q5SJ55,37.04,54,34,0,198,251,188,241,3.00E-07,49.3
P69874,Q5SJ55,68.18,22,7,0,89,110,79,100,8.00E-04,37.8
P69874,Q5SJ09,26.13,111,82,0,120,230,132,242,4.00E-13,68.6
P69874,Q5SJ09,29.63,54,38,0,23,76,33,86,3.00E-04,39.2
P69874,Q5SH42,35.71,84,54,0,18,101,4,87,6.00E-13,68.2
P69874,Q5SH42,32.94,85,57,0,127,211,111,195,8.00E-08,51.2
P69874,Q5SL41,35.16,91,59,0,149,239,156,246,1.00E-11,63.6
P69874,Q5SL41,40,45,27,0,31,75,31,75,5.00E-06,45.2
P69874,Q5SIG1,44.83,58,32,0,17,74,2,59,7.00E-10,58.1
P69874,Q5SIG1,35.29,51,33,0,149,199,116,166,2.00E-04,40.1
P69874,Q5SIM7,42.37,59,34,0,138,196,465,523,9.00E-10,57.6
P69874,Q5SIM7,29.17,72,51,0,14,85,335,406,2.00E-04,39.7
P69874,Q5SM29,33.77,77,51,0,144,220,492,568,9.00E-10,57.6
P69874,Q5SM29,38.64,44,27,0,22,65,385,428,0.002,36.4
P69874,Q5SIN4,32.86,70,47,0,17,86,3,72,2.00E-09,56.2
P69874,Q5SIN4,56.25,32,14,0,142,173,131,162,5.00E-06,45.2
P69874,Q5SH06,35.62,73,47,0,17,89,1,73,2.00E-09,56.2
P69874,Q5SH06,35.59,59,38,0,134,192,119,177,8.00E-09,54.4
P69874,Q5SL46,29.23,65,46,0,18,82,4,68,4.00E-09,55.3
P69874,Q5SL46,32.2,59,40,0,128,186,132,190,3.00E-05,42.4
P69874,Q5SL46,32.61,46,31,0,195,240,198,243,2.00E-04,39.7
P69874,Q5SIB5,25.53,94,70,0,101,194,88,181,8.00E-09,54.4
P69874,Q5SIB5,35.71,56,36,0,17,72,3,58,5.00E-07,48.4
P69874,Q5SIR0,36.92,65,41,0,17,81,1,65,1.00E-08,53.9
P69874,Q5SIR0,54.55,33,15,0,146,178,134,166,9.00E-06,44.3
P69874,Q5SIR0,38.24,34,21,0,192,225,179,212,6.00E-04,38.3
P69874,Q53VW1,47.83,46,24,0,36,81,20,65,1.00E-08,53.9
P69874,Q53VW1,38.64,44,27,0,127,170,115,158,0.004,35.5
P69874,Q5SLN1,38.46,65,40,0,138,202,158,222,1.00E-08,53.9
P69874,Q5SLN1,51.52,33,16,0,105,137,120,152,3.00E-05,42.4
P69874,Q5SLN1,32.14,56,38,0,193,248,211,266,3.00E-05,42.4
P69874,Q5SLN1,30,50,35,0,12,61,19,68,1.00E-04,40.6
P69874,Q5SKA0,41.51,53,31,0,29,81,11,63,2.00E-08,53.5
P69874,Q5SKA0,46.94,49,26,0,131,179,119,167,3.00E-07,49.3
P69874,Q5SKE9,39.22,51,31,0,31,81,16,66,4.00E-07,48.9
P69874,Q5SKE9,43.75,48,27,0,148,195,135,182,3.00E-06,46.1
P69874,Q5SJB5,44.23,52,29,0,195,246,442,493,5.00E-07,48.4
P69874,Q5SJB5,33.33,45,30,0,35,79,22,66,9.00E-06,44.3
P69874,Q5SJB5,41.38,29,17,0,198,226,190,218,0.001,37.4
P69874,Q5SJP5,29.63,81,57,0,116,196,26,106,1.00E-05,43.8
P69874,Q5SH92,36.84,38,24,0,28,65,14,51,6.00E-05,41.5
P69874,Q5SIM8,34,50,33,0,32,81,375,424,4.00E-04,38.7
P71311,Q5SJ14,38,50,31,0,19,68,4,53,8.00E-08,50
P71311,Q5SK61,33.33,39,26,0,19,57,82,120,0.001,36.1
P71311,Q5SHI6,30,40,28,0,19,58,3,42,0.006,33.8
P77561,Q53WG4,40.57,106,63,0,310,415,315,420,6.00E-26,112
P77561,Q53WG4,28.57,168,120,0,92,259,109,276,1.00E-20,94.9
P77561,Q53WG4,34.25,73,48,0,427,499,439,511,4.00E-06,46.6
P77561,Q5SLU3,27.96,93,67,0,306,398,230,322,2.00E-06,48
Q46803,Q5SJ15,46.88,32,17,0,156,187,125,156,0.009,34.4
P46136,Q5SIV1,33.75,80,53,0,57,136,201,280,0.001,36.9
P37597,Q53W27,33.55,152,101,0,8,159,7,158,8.00E-21,94.4
P37597,Q5SKG4,28.45,116,83,0,48,163,60,175,3.00E-10,59.5
P37597,Q5SLU0,42.19,64,37,0,48,111,46,109,7.00E-06,44.9
P37597,Q5SKI2,24.59,122,92,0,6,127,3,124,5.00E-05,42
P37597,Q5SHA8,28.4,81,58,0,48,128,42,122,1.00E-04,40.6
P37597,Q5SJ77,22.41,116,90,0,70,185,70,185,5.00E-04,38.7
P37597,Q5SJ77,24.81,133,100,0,43,175,236,368,0.001,37.3
P37597,Q5SLE2,38.46,52,32,0,39,90,228,279,0.003,35.9
P0A887,Q5SH76,50.88,114,56,0,117,230,87,200,3.00E-34,138
P0A887,Q5SH76,42,50,29,0,28,77,1,50,3.00E-09,55.3
P0A887,Q5SHK1,42.55,47,27,0,124,170,94,140,5.00E-08,51.1
P0A887,Q5SL11,44,50,28,0,119,168,82,131,1.00E-07,50.2
P0A887,Q5SLS0,42.86,56,32,0,112,167,83,138,4.00E-07,48.3
P0A887,Q53W72,39.22,51,31,0,119,169,154,204,2.00E-05,42.8
P0A887,Q5SKN4,25,76,57,0,64,139,94,169,0.003,35.3
P0A887,Q5SL10,36.36,33,21,0,114,146,148,180,0.005,34.4
P69428,Q5SKL5,34.09,44,29,0,8,51,7,50,2.00E-06,43.8
P69428,Q5SLA7,31.37,51,35,0,8,58,7,57,5.00E-06,42.5
P76562,Q5SLL1,51.85,27,13,0,461,487,90,116,0.004,36.3
P07649,Q5SHU9,40,60,36,0,195,254,189,248,6.00E-10,57.6
P07649,Q5SHU9,47.22,36,19,0,87,122,79,114,0.002,35.8
P0AAA1,Q5SMG3,27.27,66,48,0,11,76,2,67,0.008,33.5
P77619,Q5SK96,39.39,33,20,0,210,242,179,211,0.005,35.3
P25743,Q5SI22,34.67,75,49,0,102,176,94,168,3.00E-10,58.1
P25743,Q5SI22,50,34,17,0,176,209,169,202,7.00E-09,53.8
P25743,Q5SI22,29.63,54,38,0,57,110,51,104,1.00E-04,39.5
P25743,Q5SI22,40,25,15,0,10,34,4,28,0.001,36.7
P0AD12,Q53WI1,31.82,44,30,0,1,44,1,44,0.001,36.4
Q6BEX5,Q5SKE0,37.14,35,22,0,63,97,204,238,0.004,33.4
Q6BEX5,Q5SKE0,33.33,39,26,0,66,104,200,238,0.007,32.4
Q6BEX5,Q5SHV6,27.59,58,42,0,49,106,79,136,0.007,32.4
P76187,Q5SMB6,31.25,64,44,0,103,166,97,160,3.00E-07,49
P0ACM5,Q5SI00,37.5,48,30,0,53,100,40,87,0.002,36.1
Q46939,Q5SJW1,51.34,187,91,0,204,390,207,393,2.00E-57,215
Q46939,Q5SJW1,45.31,64,35,0,59,122,62,125,1.00E-12,67.5
Q46939,Q5SJW1,48.84,43,22,0,157,199,153,195,1.00E-06,47.3
Q46939,Q5SJM1,54.71,170,77,0,157,326,163,332,3.00E-53,202
Q46939,Q5SJM1,62.3,61,23,0,330,390,338,398,8.00E-22,97.7
Q46939,Q5SJM1,38.75,80,49,0,63,142,64,143,4.00E-14,72
Q46939,Q5SJM1,36.62,71,45,0,1,71,1,71,8.00E-07,47.8
Q46939,Q5SKF3,41.94,186,108,0,206,391,198,383,1.00E-41,163
Q46939,Q5SKF3,44.26,61,34,0,62,122,63,123,7.00E-13,67.9
